Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,4281.299805,4316.649902,4185.500000,4246.200195,4232.854980,315872
2019-08-06,4208.100098,4369.000000,4205.000000,4357.000000,4343.306641,412597
2019-08-07,4348.899902,4423.299805,4321.200195,4341.649902,4328.004395,714639
2019-08-08,4374.850098,4404.000000,4127.899902,4233.149902,4219.845703,1442600
2019-08-09,4351.000000,4383.700195,4240.700195,4281.350098,4267.894043,1030872
2019-08-13,4284.799805,4285.299805,4160.549805,4181.149902,4168.008789,413182
2019-08-14,4195.000000,4300.000000,4195.000000,4225.899902,4212.618164,578309
2019-08-16,4226.000000,4244.350098,4198.000000,4208.000000,4194.774902,508138
2019-08-19,4225.000000,4269.000000,4142.399902,4158.149902,4145.081055,399066
2019-08-20,4176.000000,4177.399902,4023.000000,4033.050049,4020.374512,725830
2019-08-21,4036.000000,4074.050049,3898.000000,3921.399902,3909.075439,828459
2019-08-22,3903.750000,3943.300049,3817.100098,3838.149902,3826.086914,673651
2019-08-23,3838.000000,3899.399902,3791.100098,3861.800049,3849.662842,783702
2019-08-26,3920.000000,4060.000000,3831.000000,4038.399902,4025.707764,989976
2019-08-27,4118.000000,4242.950195,4066.100098,4135.700195,4122.702148,1555781
2019-08-28,4135.700195,4184.950195,4086.050049,4119.799805,4106.851563,547969
2019-08-29,4105.000000,4147.950195,4045.500000,4073.899902,4061.096191,478219
2019-08-30,4095.000000,4118.000000,4016.050049,4052.250000,4039.514160,580571
2019-09-03,3990.250000,4013.600098,3851.000000,3885.550049,3873.338135,673895
2019-09-04,3898.000000,3910.649902,3832.000000,3876.500000,3864.316650,551384
2019-09-05,3899.000000,3927.449951,3872.500000,3888.800049,3876.577881,381459
2019-09-06,3905.000000,3972.000000,3883.100098,3907.550049,3895.269043,497704
2019-09-09,3914.600098,3960.000000,3888.550049,3905.600098,3893.325195,478027
2019-09-11,3939.949951,3944.000000,3892.000000,3903.399902,3891.131836,690633
2019-09-12,3920.000000,4035.899902,3916.600098,4002.050049,3989.471924,844400
2019-09-13,4004.949951,4047.250000,3934.000000,4031.149902,4018.480469,628375
2019-09-16,4019.699951,4056.000000,3975.000000,3992.850098,3980.301025,424731
2019-09-17,3961.000000,3975.000000,3881.050049,3900.399902,3888.141357,708722
2019-09-18,3910.100098,3937.949951,3885.050049,3902.800049,3890.533936,285674
2019-09-19,3910.000000,3928.399902,3838.000000,3866.300049,3854.148682,277903
2019-09-20,3860.000000,4323.950195,3852.649902,4269.649902,4256.230957,1753403
2019-09-23,4360.000000,4447.850098,4319.899902,4391.100098,4377.299316,975156
2019-09-24,4400.000000,4410.000000,4295.100098,4318.000000,4304.429199,448502
2019-09-25,4301.049805,4340.000000,4254.700195,4277.850098,4264.405273,488035
2019-09-26,4285.000000,4420.000000,4285.000000,4395.600098,4381.785156,675169
2019-09-27,4335.100098,4419.649902,4335.100098,4395.149902,4381.336426,371737
2019-09-30,4383.600098,4390.049805,4287.049805,4341.250000,4327.605957,477396
2019-10-01,4368.000000,4410.000000,4155.000000,4212.600098,4199.360352,362440
2019-10-03,4219.000000,4219.000000,4114.000000,4146.799805,4133.767090,321369
2019-10-04,4173.200195,4183.299805,3967.000000,3979.550049,3967.042725,476329
2019-10-07,3999.000000,4008.800049,3853.000000,3870.399902,3858.235596,413509
2019-10-09,3868.000000,4061.000000,3868.000000,4043.550049,4030.841553,802345
2019-10-10,4047.500000,4080.000000,3947.050049,3976.300049,3963.802979,390651
2019-10-11,3986.000000,4099.899902,3965.000000,4077.199951,4064.385742,624956
2019-10-14,4075.000000,4207.100098,4051.550049,4170.299805,4157.192871,467406
2019-10-15,4194.899902,4219.200195,4141.549805,4206.500000,4193.279297,349808
2019-10-16,4232.799805,4298.000000,4226.549805,4285.299805,4271.831543,323562
2019-10-17,4271.000000,4280.000000,4221.049805,4260.450195,4247.060059,335206
2019-10-18,4268.700195,4363.000000,4255.649902,4295.299805,4281.800293,539285
2019-10-22,4295.000000,4409.899902,4217.000000,4249.299805,4235.944824,999349
2019-10-23,4275.850098,4299.000000,4212.000000,4251.299805,4237.938477,432380
2019-10-24,4265.000000,4330.000000,4243.750000,4311.549805,4297.999023,884456
2019-10-25,4293.799805,4306.799805,4175.000000,4196.600098,4183.410645,587008
2019-10-27,null,null,null,null,null,null
2019-10-29,4219.700195,4219.700195,4081.000000,4117.700195,4104.758789,775239
2019-10-30,4170.000000,4206.950195,4101.250000,4122.700195,4109.743164,616338
2019-10-31,4122.700195,4166.000000,4091.399902,4143.200195,4130.178711,763791
2019-11-01,4143.000000,4178.799805,4131.750000,4162.750000,4149.666992,255083
2019-11-04,4172.000000,4296.700195,4172.000000,4238.700195,4225.378418,875545
2019-11-05,4250.000000,4250.000000,4134.350098,4147.399902,4134.365234,386308
2019-11-06,4160.000000,4176.899902,4116.049805,4135.649902,4122.651855,417808
2019-11-07,4160.000000,4235.250000,4160.000000,4187.399902,4174.239258,615076
2019-11-08,4170.000000,4194.850098,4126.250000,4147.250000,4134.215820,371096
2019-11-11,4133.000000,4180.000000,4108.000000,4137.049805,4124.047363,275634
2019-11-13,4137.049805,4172.399902,4105.100098,4115.600098,4102.665039,519389
2019-11-14,4130.000000,4132.000000,3993.100098,4003.399902,3990.817627,573058
2019-11-15,4043.850098,4094.000000,4015.000000,4077.399902,4064.584961,621773
2019-11-18,4075.899902,4145.299805,4070.050049,4126.350098,4113.381348,498006
2019-11-19,4130.000000,4130.000000,4085.250000,4100.149902,4087.263672,561897
2019-11-20,4098.000000,4130.000000,4075.000000,4114.049805,4101.119629,836453
2019-11-21,4110.000000,4110.000000,4064.000000,4077.250000,4064.435547,213325
2019-11-22,4084.800049,4097.850098,4030.050049,4081.149902,4068.323242,222219
2019-11-25,4118.000000,4129.000000,4095.050049,4113.450195,4100.521973,413582
2019-11-26,4115.450195,4149.850098,4088.899902,4112.850098,4099.923828,674879
2019-11-27,4123.649902,4250.000000,4123.649902,4234.649902,4221.340820,640193
2019-11-28,4249.950195,4300.000000,4208.200195,4294.700195,4281.202637,782062
2019-11-29,4301.600098,4337.500000,4239.750000,4259.100098,4245.714355,463936
2019-12-02,4270.000000,4320.000000,4255.000000,4276.250000,4262.810059,467324
2019-12-03,4288.899902,4296.000000,4171.700195,4211.700195,4198.463379,312478
2019-12-04,4210.000000,4232.250000,4164.049805,4197.149902,4183.958496,271645
2019-12-05,4202.149902,4270.000000,4146.350098,4160.950195,4147.872559,483794
2019-12-06,4180.000000,4196.200195,4124.200195,4157.850098,4144.782227,227870
2019-12-09,4173.799805,4192.000000,4121.000000,4151.450195,4138.402832,234928
2019-12-10,4160.000000,4165.250000,4031.199951,4038.649902,4025.956787,550870
2019-12-11,4051.000000,4064.000000,3970.000000,4001.149902,3988.574707,474277
2019-12-12,4012.199951,4033.850098,3983.300049,3992.100098,3979.553467,398279
2019-12-13,4034.000000,4091.500000,3999.500000,4082.600098,4069.769043,548283
2019-12-16,4082.000000,4084.949951,4032.000000,4061.250000,4048.485840,509129
2019-12-17,4062.199951,4145.000000,4053.850098,4119.549805,4106.602539,447766
2019-12-18,4113.299805,4119.950195,4050.500000,4065.399902,4052.622803,819336
2019-12-19,4050.000000,4083.600098,4024.000000,4037.850098,4025.159668,375655
2019-12-20,4035.000000,4146.750000,4025.000000,4120.450195,4107.500000,1567317
2019-12-23,4115.000000,4168.000000,4068.199951,4081.899902,4069.071045,457733
2019-12-24,4115.000000,4123.000000,4073.550049,4097.350098,4084.472656,231713
2019-12-26,4097.000000,4125.000000,4048.750000,4062.750000,4049.981201,362984
2019-12-27,4087.000000,4092.000000,4045.000000,4055.600098,4042.853760,417948
2019-12-30,4073.899902,4090.000000,4043.550049,4051.949951,4039.215088,326955
2019-12-31,4051.949951,4072.000000,4030.000000,4046.050049,4033.333740,276631
2020-01-01,4060.000000,4071.949951,4045.000000,4065.000000,4052.224121,163949
2020-01-02,4069.899902,4256.299805,4068.149902,4244.799805,4231.458984,1458328
2020-01-03,4237.000000,4258.000000,4185.850098,4219.200195,4205.939941,635983
2020-01-06,4191.000000,4199.750000,4131.000000,4157.100098,4144.034668,462841
2020-01-07,4199.549805,4254.000000,4164.049805,4242.100098,4228.767578,524372
2020-01-08,4224.850098,4332.000000,4183.799805,4318.950195,4305.375977,1032268
2020-01-09,4337.000000,4400.000000,4331.600098,4388.000000,4374.208984,698429
2020-01-10,4388.100098,4464.049805,4366.899902,4444.600098,4430.631348,735887
2020-01-13,4457.549805,4492.000000,4450.049805,4468.700195,4454.655762,403937
2020-01-14,4465.000000,4502.950195,4422.700195,4483.299805,4469.209473,438651
2020-01-15,4451.049805,4525.250000,4410.000000,4506.500000,4492.336426,416924
2020-01-16,4520.000000,4554.899902,4433.250000,4472.350098,4458.293945,467980
2020-01-17,4440.000000,4522.399902,4411.299805,4486.750000,4472.648438,360682
2020-01-20,4500.000000,4509.450195,4452.000000,4467.649902,4453.608398,204026
2020-01-21,4455.000000,4520.000000,4440.000000,4483.549805,4469.458496,283173
2020-01-22,4505.000000,4540.000000,4463.000000,4476.950195,4462.879395,359444
2020-01-23,4470.000000,4540.000000,4446.049805,4526.399902,4512.173828,401079
